1,4.1,4.0993
1,3.8336,3.9702
1,3.941,3.9795
1,3.9722,4.0975
1,4.0423,3.7929
1,3.833,3.9331
1,4.0472,3.8783
1,3.8787,3.9498
1,4.0066,4.0652
1,4.0652,4.0887
1,4.0327,3.9023
1,4.1083,3.964
1,4.1006,4.0237
1,3.9349,3.9645
1,4.0257,4.0326
1,3.9056,4.0303
1,3.8678,3.8943
1,4.0925,3.9917
1,4,3.7879
1,3.9945,4.1134
1,4.0911,3.9465
1,4.0595,3.8862
1,4.035,3.9782
1,4.125,3.8704
1,4.093,4.0072
1,4.024,3.9466
1,3.931,4.2098
1,3.9348,4.1068
1,4.1192,3.7635
1,3.8388,4.0278
1,3.9976,3.8606
1,3.8051,3.9551
1,4.102,4.0266
1,4.0862,4.083
1,4.0001,3.9728
1,3.9929,4.1561
1,3.7514,3.9273
1,4.0581,4.0384
1,3.7808,4.0442
1,3.7681,3.9853
1,4.008,4.0885
1,3.9052,4.0227
1,4.0411,3.9261
1,4.0677,3.8271
1,4.0858,4.1935
1,3.9309,3.9329
1,4.0449,4.0148
1,4.0101,4.057
1,4.0826,4.0196
1,4.0536,3.9153
-1,4.0416,3.5394
-1,3.5638,4.2292
-1,3.7289,3.587
-1,3.5162,3.8813
-1,3.6692,3.6993
-1,4.4521,4.0323
-1,4.1436,3.5842
-1,4.3664,3.6838
-1,4.2257,3.5913
-1,4.0442,4.4251
-1,4.4367,3.9171
-1,4.3819,4.2145
-1,4.4749,4.0832
-1,3.5638,3.9245
-1,3.5321,4.0285
-1,3.5652,4.1344
-1,3.8673,4.4746
-1,4.4124,4.2477
-1,3.5781,3.8557
-1,4.0376,4.4006
-1,4.4423,4.0154
-1,3.7523,4.322
-1,3.9172,4.4334
-1,4.3638,3.7586
-1,4.2746,4.3705
-1,3.7234,3.662
-1,4.0041,3.5172
-1,3.6267,3.7412
-1,4.3497,4.3084
-1,4.2299,4.387
-1,4.426,3.8586
-1,4.0857,3.5895
-1,3.6316,4.2575
-1,4.0285,4.4627
-1,4.1197,4.4501
-1,4.4741,3.9434
-1,4.1317,3.6197
-1,3.9443,3.5234
-1,3.5495,3.9536
-1,3.7418,3.6246
-1,4.429,3.9826
-1,4.0235,3.5179
-1,4.2967,3.6749
-1,4.4168,4.2703
-1,3.8961,3.5296
-1,4.2419,3.6656
-1,4.389,3.8908
-1,4.3092,3.6892
-1,4.1678,3.571
-1,3.7862,3.5724
