1,0.68079,-0.821
1,2.8108,1.4929
1,3.2278,3.1323
1,4.1561,2.9225
1,1.3741,2.3988
1,0.073764,1.3096
1,3.9136,3.548
1,2.3125,0.75764
1,0.66634,1.6616
1,1.3384,0.041715
1,1.043,2.4272
1,3.3737,2.2567
1,2.7006,3.0008
1,2.2872,1.5485
1,2.2845,2.4733
1,1.028,2.7103
1,3.1751,0.38721
1,2.4099,0.17933
1,1.691,-0.091289
1,1.7814,2.8135
1,1.8796,2.3816
1,0.95044,0.79923
1,2.8772,3.9785
1,3.6473,2.8533
1,4.9272,1.5581
1,2.5962,1.166
1,1.0268,0.10205
1,2.2378,3.1227
1,0.80844,0.84671
1,1.2745,0.43626
1,1.2203,1.0489
1,1.0141,0.68329
1,2.4475,3.1036
1,0.68031,1.9447
1,2.7895,2.6615
1,2.9411,2.8478
1,3.2276,2.572
1,1.9758,0.97527
1,2.7324,2.8929
1,4.1334,2.0365
1,2.0627,0.88096
1,1.7895,0.76154
1,4.0972,3.8284
1,-0.96846,1.7766
1,1.4598,-0.1118
1,4.8757,3.0741
1,1.4422,2.0303
1,1.337,1.0633
1,0.54882,2.1916
1,2.9382,2.6741
-1,4.8192,2.9399
-1,4.3405,6.6414
-1,5.8011,4.4043
-1,6.0049,6.1231
-1,5.5553,6.36
-1,4.7163,6.2929
-1,6.0897,4.9139
-1,3.927,4.5661
-1,5.1709,4.8997
-1,6.6523,5.0606
-1,4.7755,5.1943
-1,4.0016,4.9555
-1,7.2995,5.6089
-1,4.7078,5.0163
-1,5.5225,8.0821
-1,4.0492,4.5844
-1,5.3403,5.9052
-1,5.5526,4.7423
-1,5.0054,4.438
-1,5.3858,4.7957
-1,6.4253,6.2144
-1,3.3386,3.4311
-1,5.2432,3.1234
-1,2.644,4.0472
-1,5.0336,4.5479
-1,7.2842,6.2783
-1,6.1136,5.5677
-1,4.9918,5.7759
-1,4.5998,5.7914
-1,5.6251,3.8507
-1,6.2505,3.9061
-1,5.0174,5.5446
-1,6.9106,6.1464
-1,4.0347,3.5823
-1,2.6362,5.3098
-1,4.1147,4.6559
-1,4.7642,5.031
-1,4.5589,5.1038
-1,3.9974,5.3765
-1,6.5822,7.3079
-1,3.0875,3.9003
-1,4.4181,2.9004
-1,3.8531,5.5919
-1,4.439,3.7678
-1,4.2118,5.9917
-1,5.566,4.6124
-1,3.7682,6.0665
-1,4.029,3.7222
-1,5.1197,3.8619
-1,6.2826,6.5727
